Date,Number of Orders,Status of Order, Total CBV ,Service,,,,Data Dictionary
2016-01-23,40,Completed,"  873,600 ",GO-KILAT,,,,
2016-01-23,2420,Completed,"  33,906,600 ",GO-MART,,,,
2016-01-23,440,Completed,"  85,308,860 ",GO-MASSAGE,,,,
2016-01-23,241500,Completed,"  5,005,167,440 ",GO-RIDE,,,,
2016-01-23,24100,Completed,"  883,559,040 ",GO-SEND,,,,
2016-01-23,19760,Completed,"  476,232,120 ",GO-SHOP,,,,
2016-01-23,10,Completed,"  23,205 ",GO-TIX,,,,
2016-01-23,20,Failed/Timeout,"  86,450 ",GO-TIX,,,,
2016-01-23,40,No Driver Found,"  30,054,570 ",GO-BOX,,,,
2016-01-23,0,No Driver Found,"  436,800 ",GO-CLEAN,,,,
2016-01-23,50,No Driver Found,"  1,082,900 ",GO-FOOD,,,,
2016-01-23,30,No Driver Found,"  4,868,500 ",GO-GLAM,,,,
2016-01-23,0,No Driver Found,"  18,200 ",GO-MART,,,,
2016-01-23,30,No Driver Found,"  4,559,100 ",GO-MASSAGE,,,,
2016-01-23,310,No Driver Found,"  9,198,280 ",GO-RIDE,,,,
2016-01-23,30,No Driver Found,"  1,112,020 ",GO-SEND,,,,
2016-01-23,10,No Driver Found,"  291,200 ",GO-SHOP,,,,
2016-01-23,0,Other,"  382,200 ",GO-MASSAGE,,,,
2016-01-24,230,Cancelled,"  110,337,045 ",GO-BOX,,,,
2016-01-24,10,Cancelled,"  2,333,240 ",GO-CLEAN,,,,
2016-01-24,33170,Cancelled,"  592,901,400 ",GO-FOOD,,,,
2016-01-24,10,Cancelled,"  1,769,950 ",GO-GLAM,,,,
2016-01-24,0,Cancelled,"  27,300 ",GO-KILAT,,,,
2016-01-24,1200,Cancelled,"  16,816,800 ",GO-MART,,,,
2016-01-24,80,Cancelled,"  13,813,800 ",GO-MASSAGE,,,,
2016-01-24,29840,Cancelled,"  694,550,220 ",GO-RIDE,,,,
2016-01-24,2490,Cancelled,"  95,964,960 ",GO-SEND,,,,
2016-01-24,11070,Cancelled,"  277,866,680 ",GO-SHOP,,,,
2016-01-24,190,Cancelled,  -   ,GO-TIX,,,,
2016-01-24,610,Completed,"  235,249,105 ",GO-BOX,,,,
2016-01-24,190,Completed,"  32,062,940 ",GO-CLEAN,,,,
2016-01-24,90860,Completed,"  1,532,594,700 ",GO-FOOD,,,,
2016-01-24,120,Completed,"  17,244,500 ",GO-GLAM,,,,
2016-01-24,10,Completed,"  273,000 ",GO-KILAT,,,,
2016-01-24,2430,Completed,"  34,070,400 ",GO-MART,,,,
2016-01-24,570,Completed,"  106,065,960 ",GO-MASSAGE,,,,
2016-01-24,171440,Completed,"  3,608,463,040 ",GO-RIDE,,,,
2016-01-24,16520,Completed,"  597,347,660 ",GO-SEND,,,,
2016-01-24,18120,Completed,"  424,767,980 ",GO-SHOP,,,,
2016-01-24,10,Completed,"  15,015 ",GO-TIX,,,,
2016-01-24,20,Failed/Timeout,  -   ,GO-TIX,,,,
2016-01-24,50,No Driver Found,"  57,788,640 ",GO-BOX,,,,
2016-01-24,0,No Driver Found,"  491,400 ",GO-CLEAN,,,,
2016-01-24,80,No Driver Found,"  1,692,600 ",GO-FOOD,,,,
2016-01-24,30,No Driver Found,"  5,796,700 ",GO-GLAM,,,,
2016-01-24,20,No Driver Found,"  3,194,100 ",GO-MASSAGE,,,,
2016-01-24,680,No Driver Found,"  16,572,920 ",GO-RIDE,,,,
2016-01-24,40,No Driver Found,"  1,583,400 ",GO-SEND,,,,
2016-01-24,20,No Driver Found,"  467,740 ",GO-SHOP,,,,
2016-01-24,0,Other,"  49,140 ",GO-RIDE,,,,
2016-01-25,340,Cancelled,"  132,359,045 ",GO-BOX,,,,
2016-01-25,10,Cancelled,"  2,102,100 ",GO-CLEAN,,,,
2016-01-25,22450,Cancelled,"  387,132,200 ",GO-FOOD,,,,
2016-01-25,10,Cancelled,"  791,700 ",GO-GLAM,,,,
2016-01-25,0,Cancelled,"  54,600 ",GO-KILAT,,,,
2016-01-25,730,Cancelled,"  10,155,600 ",GO-MART,,,,
2016-01-25,50,Cancelled,"  9,500,400 ",GO-MASSAGE,,,,
2016-01-25,77620,Cancelled,"  1,661,532,600 ",GO-RIDE,,,,
2016-01-25,6530,Cancelled,"  250,148,080 ",GO-SEND,,,,
2016-01-25,9990,Cancelled,"  255,962,980 ",GO-SHOP,,,,
2016-01-25,110,Cancelled,  -   ,GO-TIX,,,,
2016-01-25,550,Completed,"  218,562,435 ",GO-BOX,,,,
2016-01-25,110,Completed,"  17,799,600 ",GO-CLEAN,,,,
2016-01-25,64050,Completed,"  1,068,685,800 ",GO-FOOD,,,,
2016-01-25,50,Completed,"  8,610,420 ",GO-GLAM,,,,
2016-01-25,80,Completed,"  1,747,200 ",GO-KILAT,,,,
2016-01-25,1270,Completed,"  17,836,000 ",GO-MART,,,,
2016-01-25,300,Completed,"  56,456,400 ",GO-MASSAGE,,,,
2016-01-25,338310,Completed,"  6,949,473,440 ",GO-RIDE,,,,
2016-01-25,34840,Completed,"  1,264,323,060 ",GO-SEND,,,,
2016-01-25,16720,Completed,"  409,878,560 ",GO-SHOP,,,,
2016-01-25,10,Completed,"  136,955 ",GO-TIX,,,,
2016-01-25,40,Failed/Timeout,"  68,250 ",GO-TIX,,,,
2016-01-25,20,No Driver Found,"  16,182,075 ",GO-BOX,,,,
2016-01-25,0,No Driver Found,"  327,600 ",GO-CLEAN,,,,
2016-01-25,70,No Driver Found,"  1,328,600 ",GO-FOOD,,,,
2016-01-25,10,No Driver Found,"  2,620,800 ",GO-GLAM,,,,
2016-01-25,0,No Driver Found,"  36,400 ",GO-MART,,,,
2016-01-25,10,No Driver Found,"  2,002,000 ",GO-MASSAGE,,,,
2016-01-25,26520,No Driver Found,"  543,883,340 ",GO-RIDE,,,,
2016-01-25,1030,No Driver Found,"  36,101,520 ",GO-SEND,,,,
2016-01-25,10,No Driver Found,"  320,320 ",GO-SHOP,,,,
2016-01-25,10,Other,"  236,600 ",GO-FOOD,,,,
2016-01-25,340,Other,"  6,970,600 ",GO-RIDE,,,,
2016-01-25,10,Other,"  434,980 ",GO-SEND,,,,
2016-01-25,0,Other,"  27,300 ",GO-SHOP,,,,
2016-01-26,350,Cancelled,"  140,924,875 ",GO-BOX,,,,
2016-01-26,10,Cancelled,"  1,483,300 ",GO-CLEAN,,,,
2016-01-26,29940,Cancelled,"  524,442,100 ",GO-FOOD,,,,
2016-01-26,10,Cancelled,"  646,100 ",GO-GLAM,,,,
2016-01-26,0,Cancelled,"  54,600 ",GO-KILAT,,,,
2016-01-26,1210,Cancelled,"  16,907,800 ",GO-MART,,,,
2016-01-26,60,Cancelled,"  10,055,500 ",GO-MASSAGE,,,,
2016-01-26,61510,Cancelled,"  1,331,550,220 ",GO-RIDE,,,,
2016-01-26,6330,Cancelled,"  245,998,480 ",GO-SEND,,,,
2016-01-26,11760,Cancelled,"  297,367,980 ",GO-SHOP,,,,
2016-01-26,150,Cancelled,  -   ,GO-TIX,,,,
2016-01-26,570,Completed,"  220,841,075 ",GO-BOX,,,,
2016-01-26,130,Completed,"  24,213,280 ",GO-CLEAN,,,,
2016-01-26,72780,Completed,"  1,235,816,400 ",GO-FOOD,,,,
2016-01-26,50,Completed,"  7,987,980 ",GO-GLAM,,,,
2016-01-26,110,Completed,"  2,238,600 ",GO-KILAT,,,,
2016-01-26,1770,Completed,"  24,770,200 ",GO-MART,,,,
2016-01-26,290,Completed,"  54,245,100 ",GO-MASSAGE,,,,
2016-01-26,376600,Completed,"  7,654,024,560 ",GO-RIDE,,,,
2016-01-26,37690,Completed,"  1,369,715,620 ",GO-SEND,,,,
2016-01-26,19520,Completed,"  480,425,400 ",GO-SHOP,,,,
2016-01-26,20,Completed,"  71,663 ",GO-TIX,,,,
2016-01-26,30,Failed/Timeout,"  11,830 ",GO-TIX,,,,
2016-01-26,30,No Driver Found,"  24,157,770 ",GO-BOX,,,,
2016-01-26,230,No Driver Found,"  4,895,800 ",GO-FOOD,,,,
2016-01-26,10,No Driver Found,"  1,929,200 ",GO-GLAM,,,,
2016-01-26,10,No Driver Found,"  1,938,300 ",GO-MASSAGE,,,,
2016-01-26,11210,No Driver Found,"  224,653,520 ",GO-RIDE,,,,
2016-01-26,560,No Driver Found,"  20,276,620 ",GO-SEND,,,,
2016-01-26,20,No Driver Found,"  505,960 ",GO-SHOP,,,,
2016-01-26,0,Other,"  273,000 ",GO-CLEAN,,,,
2016-01-26,0,Other,"  27,300 ",GO-FOOD,,,,
2016-01-26,10,Other,"  1,456,000 ",GO-MASSAGE,,,,
2016-01-26,30,Other,"  595,140 ",GO-RIDE,,,,
2016-01-27,410,Cancelled,"  144,253,200 ",GO-BOX,,,,
2016-01-27,10,Cancelled,"  2,320,500 ",GO-CLEAN,,,,
2016-01-27,34680,Cancelled,"  623,613,900 ",GO-FOOD,,,,
2016-01-27,10,Cancelled,"  1,255,800 ",GO-GLAM,,,,
2016-01-27,0,Cancelled,"  81,900 ",GO-KILAT,,,,
2016-01-27,1170,Cancelled,"  16,416,400 ",GO-MART,,,,
2016-01-27,50,Cancelled,"  8,484,840 ",GO-MASSAGE,,,,
2016-01-27,59340,Cancelled,"  1,290,467,360 ",GO-RIDE,,,,
2016-01-27,5980,Cancelled,"  230,417,460 ",GO-SEND,,,,
2016-01-27,12510,Cancelled,"  323,521,380 ",GO-SHOP,,,,
2016-01-27,280,Cancelled,  -   ,GO-TIX,,,,
2016-01-27,640,Completed,"  244,140,260 ",GO-BOX,,,,
2016-01-27,90,Completed,"  14,301,560 ",GO-CLEAN,,,,
2016-01-27,78430,Completed,"  1,336,562,500 ",GO-FOOD,,,,
2016-01-27,50,Completed,"  8,731,450 ",GO-GLAM,,,,
2016-01-27,120,Completed,"  2,484,300 ",GO-KILAT,,,,
2016-01-27,2210,Completed,"  30,921,800 ",GO-MART,,,,
2016-01-27,260,Completed,"  48,106,240 ",GO-MASSAGE,,,,
2016-01-27,388980,Completed,"  7,870,992,220 ",GO-RIDE,,,,
2016-01-27,36660,Completed,"  1,326,448,760 ",GO-SEND,,,,
2016-01-27,20260,Completed,"  500,152,380 ",GO-SHOP,,,,
2016-01-27,20,Completed,"  110,565 ",GO-TIX,,,,
2016-01-27,30,Failed/Timeout,"  49,140 ",GO-TIX,,,,
2016-01-27,40,No Driver Found,"  32,335,030 ",GO-BOX,,,,
2016-01-27,30,No Driver Found,"  700,700 ",GO-FOOD,,,,
2016-01-27,10,No Driver Found,"  1,792,700 ",GO-GLAM,,,,
2016-01-27,0,No Driver Found,"  18,200 ",GO-MART,,,,
2016-01-27,20,No Driver Found,"  4,031,300 ",GO-MASSAGE,,,,
2016-01-27,8570,No Driver Found,"  174,341,440 ",GO-RIDE,,,,
2016-01-27,410,No Driver Found,"  14,432,600 ",GO-SEND,,,,
2016-01-27,10,No Driver Found,"  207,480 ",GO-SHOP,,,,
2016-01-27,0,Other,"  27,300 ",GO-FOOD,,,,
2016-01-27,0,Other,"  182,000 ",GO-GLAM,,,,
2016-01-27,20,Other,"  4,122,300 ",GO-MASSAGE,,,,
2016-01-27,10,Other,"  218,400 ",GO-RIDE,,,,
2016-01-28,360,Cancelled,"  136,511,972 ",GO-BOX,,,,
2016-01-28,10,Cancelled,"  2,320,500 ",GO-CLEAN,,,,
2016-01-28,33930,Cancelled,"  607,461,400 ",GO-FOOD,,,,
2016-01-28,10,Cancelled,"  1,032,850 ",GO-GLAM,,,,
2016-01-28,0,Cancelled,"  54,600 ",GO-KILAT,,,,
2016-01-28,970,Cancelled,"  13,559,000 ",GO-MART,,,,
2016-01-28,40,Cancelled,"  7,871,500 ",GO-MASSAGE,,,,
2016-01-28,67970,Cancelled,"  1,460,983,160 ",GO-RIDE,,,,
2016-01-28,6890,Cancelled,"  266,460,740 ",GO-SEND,,,,
2016-01-28,12250,Cancelled,"  308,480,900 ",GO-SHOP,,,,
2016-01-28,180,Cancelled,  -   ,GO-TIX,,,,
2016-01-28,670,Completed,"  262,115,490 ",GO-BOX,,,,
2016-01-28,100,Completed,"  17,009,720 ",GO-CLEAN,,,,
2016-01-28,78700,Completed,"  1,341,212,600 ",GO-FOOD,,,,
2016-01-28,70,Completed,"  10,167,430 ",GO-GLAM,,,,
2016-01-28,130,Completed,"  2,811,900 ",GO-KILAT,,,,
2016-01-28,1870,Completed,"  26,135,200 ",GO-MART,,,,
2016-01-28,340,Completed,"  62,438,740 ",GO-MASSAGE,,,,
2016-01-28,407230,Completed,"  8,266,370,840 ",GO-RIDE,,,,
2016-01-28,38840,Completed,"  1,413,493,900 ",GO-SEND,,,,
2016-01-28,19980,Completed,"  491,512,840 ",GO-SHOP,,,,
2016-01-28,10,Completed,"  63,473 ",GO-TIX,,,,
2016-01-28,40,Failed/Timeout,  -   ,GO-TIX,,,,
2016-01-28,20,No Driver Found,"  15,601,950 ",GO-BOX,,,,
2016-01-28,120,No Driver Found,"  2,384,200 ",GO-FOOD,,,,
2016-01-28,20,No Driver Found,"  3,963,050 ",GO-GLAM,,,,
2016-01-28,10,No Driver Found,"  2,111,200 ",GO-MASSAGE,,,,
2016-01-28,18260,No Driver Found,"  365,283,100 ",GO-RIDE,,,,
2016-01-28,730,No Driver Found,"  23,936,640 ",GO-SEND,,,,
2016-01-28,20,No Driver Found,"  484,120 ",GO-SHOP,,,,
2016-01-28,10,Other,"  1,856,400 ",GO-CLEAN,,,,
2016-01-28,10,Other,"  81,900 ",GO-FOOD,,,,
2016-01-28,0,Other,"  273,000 ",GO-GLAM,,,,
2016-01-28,20,Other,"  3,166,800 ",GO-MASSAGE,,,,
2016-01-28,40,Other,"  657,020 ",GO-RIDE,,,,
2016-01-29,380,Cancelled,"  170,249,170 ",GO-BOX,,,,
2016-01-29,20,Cancelled,"  2,566,200 ",GO-CLEAN,,,,
2016-01-29,30230,Cancelled,"  538,137,600 ",GO-FOOD,,,,
2016-01-29,10,Cancelled,"  1,119,300 ",GO-GLAM,,,,
2016-01-29,20,Cancelled,"  327,600 ",GO-KILAT,,,,
2016-01-29,1090,Cancelled,"  15,288,000 ",GO-MART,,,,
2016-01-29,60,Cancelled,"  11,811,800 ",GO-MASSAGE,,,,
2016-01-29,81990,Cancelled,"  1,790,130,160 ",GO-RIDE,,,,
2016-01-29,7170,Cancelled,"  279,732,180 ",GO-SEND,,,,
2016-01-29,12520,Cancelled,"  322,054,460 ",GO-SHOP,,,,
2016-01-29,230,Cancelled,  -   ,GO-TIX,,,,
2016-01-29,900,Completed,"  375,548,810 ",GO-BOX,,,,
2016-01-29,100,Completed,"  15,892,240 ",GO-CLEAN,,,,
2016-01-29,78010,Completed,"  1,313,239,200 ",GO-FOOD,,,,
2016-01-29,50,Completed,"  9,228,310 ",GO-GLAM,,,,
2016-01-29,140,Completed,"  2,839,200 ",GO-KILAT,,,,
2016-01-29,2120,Completed,"  29,647,800 ",GO-MART,,,,
2016-01-29,280,Completed,"  54,307,890 ",GO-MASSAGE,,,,
2016-01-29,443440,Completed,"  9,044,069,580 ",GO-RIDE,,,,
2016-01-29,42090,Completed,"  1,528,787,260 ",GO-SEND,,,,
2016-01-29,19910,Completed,"  489,811,140 ",GO-SHOP,,,,
2016-01-29,20,Completed,"  61,198 ",GO-TIX,,,,
2016-01-29,30,Failed/Timeout,"  45,500 ",GO-TIX,,,,
2016-01-29,40,No Driver Found,"  25,065,040 ",GO-BOX,,,,
2016-01-29,140,No Driver Found,"  2,866,500 ",GO-FOOD,,,,
2016-01-29,40,No Driver Found,"  7,348,250 ",GO-GLAM,,,,
2016-01-29,10,No Driver Found,"  109,200 ",GO-KILAT,,,,
2016-01-29,20,No Driver Found,"  3,188,640 ",GO-MASSAGE,,,,
2016-01-29,20060,No Driver Found,"  409,807,580 ",GO-RIDE,,,,
2016-01-29,1010,No Driver Found,"  34,137,740 ",GO-SEND,,,,
2016-01-29,20,No Driver Found,"  720,720 ",GO-SHOP,,,,
2016-01-29,0,Other,"  600,600 ",GO-CLEAN,,,,
2016-01-29,0,Other,"  18,200 ",GO-FOOD,,,,
2016-01-29,0,Other,"  455,000 ",GO-GLAM,,,,
2016-01-29,10,Other,"  3,021,200 ",GO-MASSAGE,,,,
2016-01-29,80,Other,"  1,645,280 ",GO-RIDE,,,,
2016-01-29,0,Other,"  171,080 ",GO-SEND,,,,
2016-01-29,0,Other,"  54,600 ",GO-SHOP,,,,
2016-01-30,380,Cancelled,"  175,626,360 ",GO-BOX,,,,
2016-01-30,10,Cancelled,"  1,501,500 ",GO-CLEAN,,,,
2016-01-30,24400,Cancelled,"  425,379,500 ",GO-FOOD,,,,
2016-01-30,20,Cancelled,"  2,807,350 ",GO-GLAM,,,,
2016-01-30,10,Cancelled,"  245,700 ",GO-KILAT,,,,
2016-01-30,940,Cancelled,"  13,195,000 ",GO-MART,,,,
2016-01-30,80,Cancelled,"  15,351,700 ",GO-MASSAGE,,,,
2016-01-30,54310,Cancelled,"  1,237,818,400 ",GO-RIDE,,,,
2016-01-30,5640,Cancelled,"  218,076,040 ",GO-SEND,,,,
2016-01-30,10970,Cancelled,"  283,910,900 ",GO-SHOP,,,,
2016-01-30,210,Cancelled,  -   ,GO-TIX,,,,
2016-01-30,1180,Completed,"  441,145,250 ",GO-BOX,,,,
2016-01-30,190,Completed,"  31,125,640 ",GO-CLEAN,,,,
2016-01-30,79550,Completed,"  1,311,000,600 ",GO-FOOD,,,,
2016-01-30,110,Completed,"  15,230,670 ",GO-GLAM,,,,
2016-01-30,70,Completed,"  1,556,100 ",GO-KILAT,,,,
2016-01-30,2170,Completed,"  30,357,600 ",GO-MART,,,,
2016-01-30,500,Completed,"  95,056,780 ",GO-MASSAGE,,,,
2016-01-30,297210,Completed,"  6,175,483,860 ",GO-RIDE,,,,
2016-01-30,27120,Completed,"  995,003,100 ",GO-SEND,,,,
2016-01-30,19720,Completed,"  472,382,820 ",GO-SHOP,,,,
2016-01-30,10,Completed,"  91,455 ",GO-TIX,,,,
2016-01-30,20,Failed/Timeout,  -   ,GO-TIX,,,,
2016-01-30,70,No Driver Found,"  47,795,020 ",GO-BOX,,,,
2016-01-30,10,No Driver Found,"  1,537,900 ",GO-CLEAN,,,,
2016-01-30,10,No Driver Found,"  273,000 ",GO-FOOD,,,,
2016-01-30,30,No Driver Found,"  4,406,220 ",GO-GLAM,,,,
2016-01-30,0,No Driver Found,"  36,400 ",GO-MART,,,,
2016-01-30,10,No Driver Found,"  2,211,300 ",GO-MASSAGE,,,,
2016-01-30,360,No Driver Found,"  10,175,620 ",GO-RIDE,,,,
2016-01-30,40,No Driver Found,"  1,341,340 ",GO-SEND,,,,
2016-01-30,20,No Driver Found,"  697,060 ",GO-SHOP,,,,
2016-01-30,0,Other,"  218,400 ",GO-CLEAN,,,,
2016-01-30,0,Other,"  54,600 ",GO-FOOD,,,,
2016-01-30,0,Other,"  300,300 ",GO-MASSAGE,,,,
2016-01-30,20,Other,"  373,100 ",GO-RIDE,,,,
2016-01-30,0,Other,"  18,200 ",GO-SHOP,,,,
2016-01-31,310,Cancelled,"  156,874,900 ",GO-BOX,,,,
2016-01-31,20,Cancelled,"  2,793,700 ",GO-CLEAN,,,,
2016-01-31,24610,Cancelled,"  431,731,300 ",GO-FOOD,,,,
2016-01-31,20,Cancelled,"  3,030,300 ",GO-GLAM,,,,
2016-01-31,1050,Cancelled,"  14,687,400 ",GO-MART,,,,
2016-01-31,100,Cancelled,"  18,909,800 ",GO-MASSAGE,,,,
2016-01-31,36550,Cancelled,"  851,450,600 ",GO-RIDE,,,,
2016-01-31,3210,Cancelled,"  123,008,340 ",GO-SEND,,,,
2016-01-31,8490,Cancelled,"  210,199,080 ",GO-SHOP,,,,
2016-01-31,260,Cancelled,  -   ,GO-TIX,,,,
2016-01-31,1070,Completed,"  389,115,090 ",GO-BOX,,,,
2016-01-31,240,Completed,"  40,096,420 ",GO-CLEAN,,,,
2016-01-31,86400,Completed,"  1,434,332,900 ",GO-FOOD,,,,
2016-01-31,90,Completed,"  15,037,750 ",GO-GLAM,,,,
2016-01-31,30,Completed,"  546,000 ",GO-KILAT,,,,
2016-01-31,2410,Completed,"  33,797,400 ",GO-MART,,,,
2016-01-31,520,Completed,"  101,816,260 ",GO-MASSAGE,,,,
2016-01-31,209840,Completed,"  4,422,376,140 ",GO-RIDE,,,,
2016-01-31,18300,Completed,"  666,143,660 ",GO-SEND,,,,
2016-01-31,18710,Completed,"  437,156,720 ",GO-SHOP,,,,
2016-01-31,10,Completed,"  140,140 ",GO-TIX,,,,
2016-01-31,20,Failed/Timeout,"  330,785 ",GO-TIX,,,,
2016-01-31,70,No Driver Found,"  55,066,830 ",GO-BOX,,,,
2016-01-31,10,No Driver Found,"  2,056,600 ",GO-CLEAN,,,,
2016-01-31,70,No Driver Found,"  1,437,800 ",GO-FOOD,,,,
2016-01-31,30,No Driver Found,"  5,869,500 ",GO-GLAM,,,,
2016-01-31,0,No Driver Found,"  18,200 ",GO-MART,,,,
2016-01-31,30,No Driver Found,"  4,995,900 ",GO-MASSAGE,,,,
2016-01-31,990,No Driver Found,"  23,532,600 ",GO-RIDE,,,,
2016-01-31,150,No Driver Found,"  5,396,300 ",GO-SEND,,,,
2016-01-31,10,No Driver Found,"  271,180 ",GO-SHOP,,,,
2016-01-31,10,Other,"  773,500 ",GO-CLEAN,,,,
2016-01-31,10,Other,"  755,300 ",GO-GLAM,,,,
2016-01-31,40,Other,"  8,399,300 ",GO-MASSAGE,,,,
2016-01-31,0,Other,"  27,300 ",GO-RIDE,,,,
2016-01-31,0,Other,"  27,300 ",GO-SEND,,,,
2016-02-01,290,Cancelled,"  122,328,115 ",GO-BOX,,,,
2016-02-01,0,Cancelled,"  464,100 ",GO-CLEAN,,,,
2016-02-01,30980,Cancelled,"  528,901,100 ",GO-FOOD,,,,
2016-02-01,10,Cancelled,"  1,219,400 ",GO-GLAM,,,,
2016-02-01,10,Cancelled,"  273,000 ",GO-KILAT,,,,
2016-02-01,600,Cancelled,"  8,426,600 ",GO-MART,,,,
2016-02-01,70,Cancelled,"  14,878,500 ",GO-MASSAGE,,,,
2016-02-01,103000,Cancelled,"  2,185,017,380 ",GO-RIDE,,,,
2016-02-01,9180,Cancelled,"  344,755,320 ",GO-SEND,,,,
2016-02-01,9120,Cancelled,"  232,310,260 ",GO-SHOP,,,,
2016-02-01,260,Cancelled,  -   ,GO-TIX,,,,
2016-02-01,730,Completed,"  279,306,755 ",GO-BOX,,,,
2016-02-01,110,Completed,"  19,304,740 ",GO-CLEAN,,,,
2016-02-01,72200,Completed,"  1,199,698,500 ",GO-FOOD,,,,
2016-02-01,50,Completed,"  7,863,310 ",GO-GLAM,,,,
2016-02-01,180,Completed,"  3,876,600 ",GO-KILAT,,,,
2016-02-01,1390,Completed,"  19,455,800 ",GO-MART,,,,
2016-02-01,360,Completed,"  67,733,120 ",GO-MASSAGE,,,,
2016-02-01,377790,Completed,"  7,764,755,180 ",GO-RIDE,,,,
2016-02-01,38430,Completed,"  1,389,564,540 ",GO-SEND,,,,
2016-02-01,18670,Completed,"  456,929,200 ",GO-SHOP,,,,
2016-02-01,10,Completed,"  40,950 ",GO-TIX,,,,
2016-02-01,60,Failed/Timeout,  -   ,GO-TIX,,,,
2016-02-01,30,No Driver Found,"  17,850,105 ",GO-BOX,,,,
2016-02-01,0,No Driver Found,"  456,820 ",GO-CLEAN,,,,
2016-02-01,3000,No Driver Found,"  52,206,700 ",GO-FOOD,,,,
2016-02-01,10,No Driver Found,"  3,230,500 ",GO-GLAM,,,,
2016-02-01,0,No Driver Found,"  27,300 ",GO-KILAT,,,,
2016-02-01,0,No Driver Found,"  54,600 ",GO-MART,,,,
2016-02-01,10,No Driver Found,"  2,129,400 ",GO-MASSAGE,,,,
2016-02-01,97900,No Driver Found,"  2,002,327,600 ",GO-RIDE,,,,
2016-02-01,6300,No Driver Found,"  238,647,500 ",GO-SEND,,,,
2016-02-01,440,No Driver Found,"  11,453,260 ",GO-SHOP,,,,
2016-02-01,10,Other,"  1,374,100 ",GO-CLEAN,,,,
2016-02-01,20,Other,"  282,100 ",GO-FOOD,,,,
2016-02-01,0,Other,"  546,000 ",GO-GLAM,,,,
2016-02-01,20,Other,"  3,294,200 ",GO-MASSAGE,,,,
2016-02-01,210,Other,"  4,040,400 ",GO-RIDE,,,,
2016-02-01,10,Other,"  280,280 ",GO-SEND,,,,
2016-02-01,0,Other,"  27,300 ",GO-SHOP,,,,
2016-02-02,330,Cancelled,"  144,877,005 ",GO-BOX,,,,
2016-02-02,10,Cancelled,"  1,829,100 ",GO-CLEAN,,,,
2016-02-02,35120,Cancelled,"  599,371,500 ",GO-FOOD,,,,
2016-02-02,10,Cancelled,"  1,701,700 ",GO-GLAM,,,,
2016-02-02,10,Cancelled,"  191,100 ",GO-KILAT,,,,
2016-02-02,640,Cancelled,"  8,936,200 ",GO-MART,,,,
2016-02-02,60,Cancelled,"  9,600,500 ",GO-MASSAGE,,,,
2016-02-02,120590,Cancelled,"  2,512,870,360 ",GO-RIDE,,,,
2016-02-02,11000,Cancelled,"  405,991,040 ",GO-SEND,,,,
2016-02-02,9530,Cancelled,"  244,040,160 ",GO-SHOP,,,,
2016-02-02,340,Cancelled,  -   ,GO-TIX,,,,
2016-02-02,670,Completed,"  258,597,430 ",GO-BOX,,,,
2016-02-02,110,Completed,"  16,361,800 ",GO-CLEAN,,,,
2016-02-02,73130,Completed,"  1,214,868,200 ",GO-FOOD,,,,
2016-02-02,40,Completed,"  6,906,900 ",GO-GLAM,,,,
2016-02-02,200,Completed,"  4,149,600 ",GO-KILAT,,,,
2016-02-02,1400,Completed,"  19,546,800 ",GO-MART,,,,
2016-02-02,260,Completed,"  48,202,700 ",GO-MASSAGE,,,,
2016-02-02,355580,Completed,"  7,222,706,400 ",GO-RIDE,,,,
2016-02-02,40250,Completed,"  1,450,927,660 ",GO-SEND,,,,
2016-02-02,18030,Completed,"  447,261,360 ",GO-SHOP,,,,
2016-02-02,80,Completed,"  183,638 ",GO-TIX,,,,
2016-02-02,100,Failed/Timeout,"  43,862 ",GO-TIX,,,,
2016-02-02,40,No Driver Found,"  19,773,390 ",GO-BOX,,,,
2016-02-02,0,No Driver Found,"  236,600 ",GO-CLEAN,,,,
2016-02-02,7850,No Driver Found,"  135,899,400 ",GO-FOOD,,,,
2016-02-02,20,No Driver Found,"  3,831,100 ",GO-GLAM,,,,
2016-02-02,10,No Driver Found,"  200,200 ",GO-MART,,,,
2016-02-02,10,No Driver Found,"  919,100 ",GO-MASSAGE,,,,
2016-02-02,151950,No Driver Found,"  3,126,421,480 ",GO-RIDE,,,,
2016-02-02,12990,No Driver Found,"  485,468,620 ",GO-SEND,,,,
2016-02-02,1140,No Driver Found,"  27,835,080 ",GO-SHOP,,,,
2016-02-02,10,Other,"  2,275,000 ",GO-CLEAN,,,,
2016-02-02,0,Other,"  72,800 ",GO-FOOD,,,,
2016-02-02,10,Other,"  1,055,600 ",GO-GLAM,,,,
2016-02-02,50,Other,"  9,955,400 ",GO-MASSAGE,,,,
2016-02-02,20,Other,"  342,160 ",GO-RIDE,,,,
2016-02-02,0,Other,"  27,300 ",GO-SEND,,,,
2016-02-02,0,Other,"  54,600 ",GO-SHOP,,,,
2016-02-03,300,Cancelled,"  114,980,775 ",GO-BOX,,,,
2016-02-03,10,Cancelled,"  2,411,500 ",GO-CLEAN,,,,
2016-02-03,23580,Cancelled,"  419,783,000 ",GO-FOOD,,,,
2016-02-03,10,Cancelled,"  2,174,900 ",GO-GLAM,,,,
2016-02-03,10,Cancelled,"  109,200 ",GO-KILAT,,,,
2016-02-03,920,Cancelled,"  12,922,000 ",GO-MART,,,,
2016-02-03,60,Cancelled,"  13,171,340 ",GO-MASSAGE,,,,
