Date,Number of Orders,Status of Order, Total CBV ,Service,,,,Data Dictionary
2016-01-11,20,No Driver Found,"  3,458,000 ",GO-MASSAGE,,,,
2016-01-11,10650,No Driver Found,"  224,595,280 ",GO-RIDE,,,,
2016-01-11,370,No Driver Found,"  12,499,760 ",GO-SEND,,,,
2016-01-11,60,No Driver Found,"  1,359,540 ",GO-SHOP,,,,
2016-01-11,20,Other,"  573,300 ",GO-RIDE,,,,
2016-01-11,0,Other,  -   ,GO-TIX,,,,
2016-01-12,320,Cancelled,"  152,468,225 ",GO-BOX,,,,
2016-01-12,10,Cancelled,"  2,038,400 ",GO-CLEAN,,,,
2016-01-12,37370,Cancelled,"  656,264,700 ",GO-FOOD,,,,
2016-01-12,0,Cancelled,"  455,000 ",GO-GLAM,,,,
2016-01-12,10,Cancelled,"  109,200 ",GO-KILAT,,,,
2016-01-12,1430,Cancelled,"  20,038,200 ",GO-MART,,,,
2016-01-12,50,Cancelled,"  8,517,600 ",GO-MASSAGE,,,,
2016-01-12,59960,Cancelled,"  1,353,279,200 ",GO-RIDE,,,,
2016-01-12,5690,Cancelled,"  220,753,260 ",GO-SEND,,,,
2016-01-12,12900,Cancelled,"  334,568,780 ",GO-SHOP,,,,
2016-01-12,260,Cancelled,  -   ,GO-TIX,,,,
2016-01-12,480,Completed,"  185,987,620 ",GO-BOX,,,,
2016-01-12,100,Completed,"  16,716,700 ",GO-CLEAN,,,,
2016-01-12,68350,Completed,"  1,156,673,700 ",GO-FOOD,,,,
2016-01-12,40,Completed,"  5,469,100 ",GO-GLAM,,,,
2016-01-12,50,Completed,"  1,146,600 ",GO-KILAT,,,,
2016-01-12,2130,Completed,"  29,757,000 ",GO-MART,,,,
2016-01-12,310,Completed,"  60,183,760 ",GO-MASSAGE,,,,
2016-01-12,348740,Completed,"  7,184,298,940 ",GO-RIDE,,,,
2016-01-12,32430,Completed,"  1,182,981,800 ",GO-SEND,,,,
2016-01-12,17390,Completed,"  426,571,600 ",GO-SHOP,,,,
2016-01-12,20,Completed,"  139,230 ",GO-TIX,,,,
2016-01-12,40,Failed/Timeout,"  91,000 ",GO-TIX,,,,
2016-01-12,30,No Driver Found,"  20,497,750 ",GO-BOX,,,,
2016-01-12,0,No Driver Found,"  118,300 ",GO-CLEAN,,,,
2016-01-12,30,No Driver Found,"  591,500 ",GO-FOOD,,,,
2016-01-12,0,No Driver Found,"  309,400 ",GO-GLAM,,,,
2016-01-12,0,No Driver Found,"  18,200 ",GO-MART,,,,
2016-01-12,10,No Driver Found,"  2,766,400 ",GO-MASSAGE,,,,
2016-01-12,8750,No Driver Found,"  180,382,020 ",GO-RIDE,,,,
2016-01-12,480,No Driver Found,"  16,467,360 ",GO-SEND,,,,
2016-01-12,30,No Driver Found,"  977,340 ",GO-SHOP,,,,
2016-01-12,0,Other,"  18,200 ",GO-FOOD,,,,
2016-01-12,10,Other,"  1,010,100 ",GO-MASSAGE,,,,
2016-01-12,10,Other,"  196,560 ",GO-RIDE,,,,
2016-01-12,0,Other,"  76,440 ",GO-SEND,,,,
2016-01-12,0,Other,"  32,760 ",GO-SHOP,,,,
2016-01-13,290,Cancelled,"  135,244,655 ",GO-BOX,,,,
2016-01-13,20,Cancelled,"  3,394,300 ",GO-CLEAN,,,,
2016-01-13,40270,Cancelled,"  705,841,500 ",GO-FOOD,,,,
2016-01-13,10,Cancelled,"  1,328,600 ",GO-GLAM,,,,
2016-01-13,0,Cancelled,"  27,300 ",GO-KILAT,,,,
2016-01-13,1670,Cancelled,"  23,332,400 ",GO-MART,,,,
2016-01-13,60,Cancelled,"  11,857,300 ",GO-MASSAGE,,,,
2016-01-13,69100,Cancelled,"  1,533,508,340 ",GO-RIDE,,,,
2016-01-13,5840,Cancelled,"  228,683,000 ",GO-SEND,,,,
2016-01-13,13430,Cancelled,"  349,068,720 ",GO-SHOP,,,,
2016-01-13,270,Cancelled,  -   ,GO-TIX,,,,
2016-01-13,510,Completed,"  192,837,190 ",GO-BOX,,,,
2016-01-13,90,Completed,"  15,735,720 ",GO-CLEAN,,,,
2016-01-13,72150,Completed,"  1,222,557,700 ",GO-FOOD,,,,
2016-01-13,30,Completed,"  5,432,700 ",GO-GLAM,,,,
2016-01-13,70,Completed,"  1,419,600 ",GO-KILAT,,,,
2016-01-13,2460,Completed,"  34,379,800 ",GO-MART,,,,
2016-01-13,290,Completed,"  54,479,880 ",GO-MASSAGE,,,,
2016-01-13,354780,Completed,"  7,310,828,980 ",GO-RIDE,,,,
2016-01-13,33520,Completed,"  1,226,760,080 ",GO-SEND,,,,
2016-01-13,19160,Completed,"  467,523,420 ",GO-SHOP,,,,
2016-01-13,20,Completed,"  10,920 ",GO-TIX,,,,
2016-01-13,20,Failed/Timeout,"  1,365 ",GO-TIX,,,,
2016-01-13,20,No Driver Found,"  15,126,475 ",GO-BOX,,,,
2016-01-13,30,No Driver Found,"  573,300 ",GO-FOOD,,,,
2016-01-13,10,No Driver Found,"  1,801,800 ",GO-GLAM,,,,
2016-01-13,0,No Driver Found,"  54,600 ",GO-KILAT,,,,
2016-01-13,10,No Driver Found,"  937,300 ",GO-MASSAGE,,,,
2016-01-13,23960,No Driver Found,"  478,283,260 ",GO-RIDE,,,,
2016-01-13,720,No Driver Found,"  24,722,880 ",GO-SEND,,,,
2016-01-13,20,No Driver Found,"  609,700 ",GO-SHOP,,,,
2016-01-13,0,Other,"  27,300 ",GO-FOOD,,,,
2016-01-13,10,Other,"  189,280 ",GO-RIDE,,,,
2016-01-13,0,Other,"  45,500 ",GO-SEND,,,,
2016-01-13,0,Other,"  60,060 ",GO-SHOP,,,,
2016-01-14,330,Cancelled,"  172,153,800 ",GO-BOX,,,,
2016-01-14,10,Cancelled,"  2,475,200 ",GO-CLEAN,,,,
2016-01-14,30500,Cancelled,"  529,583,600 ",GO-FOOD,,,,
2016-01-14,10,Cancelled,"  855,400 ",GO-GLAM,,,,
2016-01-14,1380,Cancelled,"  19,346,600 ",GO-MART,,,,
2016-01-14,60,Cancelled,"  10,910,900 ",GO-MASSAGE,,,,
2016-01-14,74610,Cancelled,"  698,434,100 ",GO-RIDE,,,,
2016-01-14,5350,Cancelled,"  212,956,380 ",GO-SEND,,,,
2016-01-14,10650,Cancelled,"  277,888,520 ",GO-SHOP,,,,
2016-01-14,230,Cancelled,  -   ,GO-TIX,,,,
2016-01-14,530,Completed,"  203,928,270 ",GO-BOX,,,,
2016-01-14,100,Completed,"  17,948,840 ",GO-CLEAN,,,,
2016-01-14,73880,Completed,"  1,235,825,500 ",GO-FOOD,,,,
2016-01-14,60,Completed,"  9,624,160 ",GO-GLAM,,,,
2016-01-14,60,Completed,"  1,228,500 ",GO-KILAT,,,,
2016-01-14,2280,Completed,"  31,850,000 ",GO-MART,,,,
2016-01-14,330,Completed,"  66,308,060 ",GO-MASSAGE,,,,
2016-01-14,397700,Completed,"  4,611,011,860 ",GO-RIDE,,,,
2016-01-14,32130,Completed,"  1,183,930,020 ",GO-SEND,,,,
2016-01-14,17580,Completed,"  433,241,900 ",GO-SHOP,,,,
2016-01-14,30,Completed,"  192,920 ",GO-TIX,,,,
2016-01-14,40,Failed/Timeout,"  145,600 ",GO-TIX,,,,
2016-01-14,20,No Driver Found,"  9,843,470 ",GO-BOX,,,,
2016-01-14,30,No Driver Found,"  627,900 ",GO-FOOD,,,,
2016-01-14,20,No Driver Found,"  4,659,200 ",GO-GLAM,,,,
2016-01-14,10,No Driver Found,"  2,256,800 ",GO-MASSAGE,,,,
2016-01-14,27710,No Driver Found,"  9,829,820 ",GO-RIDE,,,,
2016-01-14,660,No Driver Found,"  25,414,480 ",GO-SEND,,,,
2016-01-14,20,No Driver Found,"  582,400 ",GO-SHOP,,,,
2016-01-14,20,Other,"  364,000 ",GO-FOOD,,,,
2016-01-14,0,Other,"  54,600 ",GO-MART,,,,
2016-01-14,50,Other,"  877,240 ",GO-RIDE,,,,
2016-01-14,0,Other,"  123,760 ",GO-SEND,,,,
2016-01-14,10,Other,"  318,500 ",GO-SHOP,,,,
2016-01-15,270,Cancelled,"  143,052,455 ",GO-BOX,,,,
2016-01-15,30,Cancelled,"  4,557,280 ",GO-CLEAN,,,,
2016-01-15,28400,Cancelled,"  493,074,400 ",GO-FOOD,,,,
2016-01-15,10,Cancelled,"  1,019,200 ",GO-GLAM,,,,
2016-01-15,1390,Cancelled,"  19,492,200 ",GO-MART,,,,
2016-01-15,40,Cancelled,"  7,926,100 ",GO-MASSAGE,,,,
2016-01-15,61900,Cancelled,"  1,382,522,960 ",GO-RIDE,,,,
2016-01-15,6130,Cancelled,"  241,989,020 ",GO-SEND,,,,
2016-01-15,11340,Cancelled,"  291,593,120 ",GO-SHOP,,,,
2016-01-15,260,Cancelled,  -   ,GO-TIX,,,,
2016-01-15,650,Completed,"  255,906,560 ",GO-BOX,,,,
2016-01-15,120,Completed,"  19,180,980 ",GO-CLEAN,,,,
2016-01-15,70250,Completed,"  1,173,809,000 ",GO-FOOD,,,,
2016-01-15,70,Completed,"  11,657,100 ",GO-GLAM,,,,
2016-01-15,50,Completed,"  1,092,000 ",GO-KILAT,,,,
2016-01-15,2190,Completed,"  30,667,000 ",GO-MART,,,,
2016-01-15,310,Completed,"  60,767,980 ",GO-MASSAGE,,,,
2016-01-15,387680,Completed,"  7,987,521,360 ",GO-RIDE,,,,
2016-01-15,37170,Completed,"  1,372,189,000 ",GO-SEND,,,,
2016-01-15,17690,Completed,"  440,538,280 ",GO-SHOP,,,,
2016-01-15,30,Completed,"  121,485 ",GO-TIX,,,,
2016-01-15,30,Failed/Timeout,"  19,110 ",GO-TIX,,,,
2016-01-15,50,No Driver Found,"  41,656,615 ",GO-BOX,,,,
2016-01-15,0,No Driver Found,"  873,600 ",GO-CLEAN,,,,
2016-01-15,50,No Driver Found,"  910,000 ",GO-FOOD,,,,
2016-01-15,30,No Driver Found,"  5,778,500 ",GO-GLAM,,,,
2016-01-15,10,No Driver Found,"  2,247,700 ",GO-MASSAGE,,,,
2016-01-15,8860,No Driver Found,"  186,318,860 ",GO-RIDE,,,,
2016-01-15,480,No Driver Found,"  16,907,800 ",GO-SEND,,,,
2016-01-15,30,No Driver Found,"  809,900 ",GO-SHOP,,,,
2016-01-15,0,Other,"  18,200 ",GO-FOOD,,,,
2016-01-15,0,Other,"  76,440 ",GO-RIDE,,,,
2016-01-15,0,Other,"  78,260 ",GO-SEND,,,,
2016-01-15,0,Other,"  27,300 ",GO-SHOP,,,,
2016-01-16,260,Cancelled,"  107,599,310 ",GO-BOX,,,,
2016-01-16,20,Cancelled,"  2,415,140 ",GO-CLEAN,,,,
2016-01-16,31300,Cancelled,"  548,884,700 ",GO-FOOD,,,,
2016-01-16,20,Cancelled,"  2,538,900 ",GO-GLAM,,,,
2016-01-16,0,Cancelled,"  27,300 ",GO-KILAT,,,,
2016-01-16,1390,Cancelled,"  19,528,600 ",GO-MART,,,,
2016-01-16,60,Cancelled,"  12,002,900 ",GO-MASSAGE,,,,
2016-01-16,34860,Cancelled,"  818,153,700 ",GO-RIDE,,,,
2016-01-16,3520,Cancelled,"  139,259,120 ",GO-SEND,,,,
2016-01-16,11570,Cancelled,"  293,975,500 ",GO-SHOP,,,,
2016-01-16,320,Cancelled,  -   ,GO-TIX,,,,
2016-01-16,720,Completed,"  263,060,980 ",GO-BOX,,,,
2016-01-16,180,Completed,"  33,588,100 ",GO-CLEAN,,,,
2016-01-16,81970,Completed,"  1,371,561,100 ",GO-FOOD,,,,
2016-01-16,110,Completed,"  16,043,300 ",GO-GLAM,,,,
2016-01-16,50,Completed,"  1,092,000 ",GO-KILAT,,,,
2016-01-16,2460,Completed,"  34,434,400 ",GO-MART,,,,
2016-01-16,470,Completed,"  89,392,940 ",GO-MASSAGE,,,,
2016-01-16,266950,Completed,"  5,584,639,060 ",GO-RIDE,,,,
2016-01-16,24340,Completed,"  898,999,920 ",GO-SEND,,,,
2016-01-16,18490,Completed,"  451,014,200 ",GO-SHOP,,,,
2016-01-16,30,Completed,"  91,000 ",GO-TIX,,,,
2016-01-16,20,Failed/Timeout,  -   ,GO-TIX,,,,
2016-01-16,50,No Driver Found,"  35,185,150 ",GO-BOX,,,,
2016-01-16,0,No Driver Found,"  782,600 ",GO-CLEAN,,,,
2016-01-16,60,No Driver Found,"  1,246,700 ",GO-FOOD,,,,
2016-01-16,30,No Driver Found,"  4,841,200 ",GO-GLAM,,,,
2016-01-16,0,No Driver Found,"  18,200 ",GO-MART,,,,
2016-01-16,20,No Driver Found,"  4,695,600 ",GO-MASSAGE,,,,
2016-01-16,850,No Driver Found,"  23,718,240 ",GO-RIDE,,,,
2016-01-16,60,No Driver Found,"  1,976,520 ",GO-SEND,,,,
2016-01-16,40,No Driver Found,"  1,355,900 ",GO-SHOP,,,,
2016-01-16,0,Other,"  27,300 ",GO-RIDE,,,,
2016-01-17,240,Cancelled,"  100,084,985 ",GO-BOX,,,,
2016-01-17,10,Cancelled,"  2,548,000 ",GO-CLEAN,,,,
2016-01-17,31930,Cancelled,"  557,584,300 ",GO-FOOD,,,,
2016-01-17,10,Cancelled,"  1,092,000 ",GO-GLAM,,,,
2016-01-17,1350,Cancelled,"  18,928,000 ",GO-MART,,,,
2016-01-17,70,Cancelled,"  11,902,800 ",GO-MASSAGE,,,,
2016-01-17,27210,Cancelled,"  657,180,160 ",GO-RIDE,,,,
2016-01-17,2530,Cancelled,"  98,372,820 ",GO-SEND,,,,
2016-01-17,10830,Cancelled,"  266,933,940 ",GO-SHOP,,,,
2016-01-17,300,Cancelled,  -   ,GO-TIX,,,,
2016-01-17,600,Completed,"  228,171,580 ",GO-BOX,,,,
2016-01-17,160,Completed,"  26,744,900 ",GO-CLEAN,,,,
2016-01-17,84960,Completed,"  1,422,120,700 ",GO-FOOD,,,,
2016-01-17,70,Completed,"  11,893,700 ",GO-GLAM,,,,
2016-01-17,10,Completed,"  245,700 ",GO-KILAT,,,,
2016-01-17,2490,Completed,"  34,816,600 ",GO-MART,,,,
2016-01-17,600,Completed,"  112,613,410 ",GO-MASSAGE,,,,
2016-01-17,178940,Completed,"  3,783,024,700 ",GO-RIDE,,,,
2016-01-17,16090,Completed,"  592,781,280 ",GO-SEND,,,,
2016-01-17,17730,Completed,"  416,277,680 ",GO-SHOP,,,,
2016-01-17,60,Completed,  -   ,GO-TIX,,,,
2016-01-17,20,Failed/Timeout,  -   ,GO-TIX,,,,
2016-01-17,30,No Driver Found,"  24,192,350 ",GO-BOX,,,,
2016-01-17,10,No Driver Found,"  1,292,200 ",GO-CLEAN,,,,
2016-01-17,60,No Driver Found,"  1,283,100 ",GO-FOOD,,,,
2016-01-17,10,No Driver Found,"  2,557,100 ",GO-GLAM,,,,
2016-01-17,30,No Driver Found,"  4,386,200 ",GO-MASSAGE,,,,
2016-01-17,850,No Driver Found,"  22,415,120 ",GO-RIDE,,,,
2016-01-17,30,No Driver Found,"  1,126,580 ",GO-SEND,,,,
2016-01-17,50,No Driver Found,"  1,253,980 ",GO-SHOP,,,,
2016-01-17,0,Other,"  21,840 ",GO-RIDE,,,,
2016-01-18,240,Cancelled,"  124,129,005 ",GO-BOX,,,,
2016-01-18,10,Cancelled,"  1,820,000 ",GO-CLEAN,,,,
2016-01-18,31450,Cancelled,"  554,508,500 ",GO-FOOD,,,,
2016-01-18,0,Cancelled,"  564,200 ",GO-GLAM,,,,
2016-01-18,0,Cancelled,"  81,900 ",GO-KILAT,,,,
2016-01-18,1130,Cancelled,"  15,852,200 ",GO-MART,,,,
2016-01-18,50,Cancelled,"  10,346,700 ",GO-MASSAGE,,,,
2016-01-18,51730,Cancelled,"  1,152,320,260 ",GO-RIDE,,,,
2016-01-18,5180,Cancelled,"  202,540,520 ",GO-SEND,,,,
2016-01-18,12160,Cancelled,"  313,755,260 ",GO-SHOP,,,,
2016-01-18,210,Cancelled,  -   ,GO-TIX,,,,
2016-01-18,580,Completed,"  228,936,435 ",GO-BOX,,,,
2016-01-18,110,Completed,"  19,679,660 ",GO-CLEAN,,,,
2016-01-18,68090,Completed,"  1,158,020,500 ",GO-FOOD,,,,
2016-01-18,30,Completed,"  5,292,560 ",GO-GLAM,,,,
2016-01-18,90,Completed,"  1,938,300 ",GO-KILAT,,,,
2016-01-18,2190,Completed,"  30,703,400 ",GO-MART,,,,
2016-01-18,350,Completed,"  66,698,450 ",GO-MASSAGE,,,,
2016-01-18,375840,Completed,"  7,718,727,380 ",GO-RIDE,,,,
2016-01-18,34360,Completed,"  1,255,190,300 ",GO-SEND,,,,
2016-01-18,18410,Completed,"  448,426,160 ",GO-SHOP,,,,
2016-01-18,10,Completed,  910 ,GO-TIX,,,,
2016-01-18,20,Failed/Timeout,  -   ,GO-TIX,,,,
2016-01-18,20,No Driver Found,"  11,804,065 ",GO-BOX,,,,
2016-01-18,0,No Driver Found,"  172,900 ",GO-CLEAN,,,,
2016-01-18,320,No Driver Found,"  6,597,500 ",GO-FOOD,,,,
2016-01-18,10,No Driver Found,"  2,411,500 ",GO-GLAM,,,,
2016-01-18,0,No Driver Found,"  36,400 ",GO-MART,,,,
2016-01-18,10,No Driver Found,"  2,584,400 ",GO-MASSAGE,,,,
2016-01-18,6230,No Driver Found,"  128,763,180 ",GO-RIDE,,,,
2016-01-18,280,No Driver Found,"  9,338,420 ",GO-SEND,,,,
2016-01-18,40,No Driver Found,"  1,501,500 ",GO-SHOP,,,,
2016-01-18,0,Other,"  18,200 ",GO-FOOD,,,,
2016-01-18,20,Other,"  356,720 ",GO-RIDE,,,,
2016-01-19,300,Cancelled,"  126,117,355 ",GO-BOX,,,,
2016-01-19,10,Cancelled,"  618,800 ",GO-CLEAN,,,,
2016-01-19,39940,Cancelled,"  696,241,000 ",GO-FOOD,,,,
2016-01-19,10,Cancelled,"  2,735,460 ",GO-GLAM,,,,
2016-01-19,10,Cancelled,"  109,200 ",GO-KILAT,,,,
2016-01-19,1400,Cancelled,"  19,583,200 ",GO-MART,,,,
2016-01-19,40,Cancelled,"  5,887,700 ",GO-MASSAGE,,,,
2016-01-19,62370,Cancelled,"  1,383,640,440 ",GO-RIDE,,,,
2016-01-19,5210,Cancelled,"  200,482,100 ",GO-SEND,,,,
2016-01-19,13130,Cancelled,"  333,624,200 ",GO-SHOP,,,,
2016-01-19,230,Cancelled,  -   ,GO-TIX,,,,
2016-01-19,450,Completed,"  168,752,675 ",GO-BOX,,,,
2016-01-19,90,Completed,"  17,484,740 ",GO-CLEAN,,,,
2016-01-19,71360,Completed,"  1,214,358,600 ",GO-FOOD,,,,
2016-01-19,50,Completed,"  8,635,900 ",GO-GLAM,,,,
2016-01-19,80,Completed,"  1,583,400 ",GO-KILAT,,,,
2016-01-19,2060,Completed,"  28,810,600 ",GO-MART,,,,
2016-01-19,310,Completed,"  59,561,320 ",GO-MASSAGE,,,,
2016-01-19,359130,Completed,"  7,368,513,880 ",GO-RIDE,,,,
2016-01-19,33610,Completed,"  1,224,901,860 ",GO-SEND,,,,
2016-01-19,19320,Completed,"  472,046,120 ",GO-SHOP,,,,
2016-01-19,10,Completed,  -   ,GO-TIX,,,,
2016-01-19,10,Failed/Timeout,  -   ,GO-TIX,,,,
2016-01-19,20,No Driver Found,"  8,216,845 ",GO-BOX,,,,
2016-01-19,80,No Driver Found,"  1,701,700 ",GO-FOOD,,,,
2016-01-19,10,No Driver Found,"  1,517,880 ",GO-GLAM,,,,
2016-01-19,10,No Driver Found,"  136,500 ",GO-KILAT,,,,
2016-01-19,10,No Driver Found,"  2,011,100 ",GO-MASSAGE,,,,
2016-01-19,18640,No Driver Found,"  376,479,740 ",GO-RIDE,,,,
2016-01-19,510,No Driver Found,"  17,677,660 ",GO-SEND,,,,
2016-01-19,20,No Driver Found,"  469,560 ",GO-SHOP,,,,
2016-01-19,0,Other,"  27,300 ",GO-FOOD,,,,
2016-01-19,10,Other,"  158,340 ",GO-RIDE,,,,
2016-01-20,240,Cancelled,"  172,668,405 ",GO-BOX,,,,
2016-01-20,0,Cancelled,"  555,100 ",GO-CLEAN,,,,
2016-01-20,40620,Cancelled,"  712,366,200 ",GO-FOOD,,,,
2016-01-20,0,Cancelled,"  336,700 ",GO-GLAM,,,,
2016-01-20,0,Cancelled,"  54,600 ",GO-KILAT,,,,
2016-01-20,1720,Cancelled,"  24,024,000 ",GO-MART,,,,
2016-01-20,30,Cancelled,"  6,533,800 ",GO-MASSAGE,,,,
2016-01-20,56050,Cancelled,"  1,239,609,280 ",GO-RIDE,,,,
2016-01-20,5200,Cancelled,"  204,455,160 ",GO-SEND,,,,
2016-01-20,13150,Cancelled,"  336,445,200 ",GO-SHOP,,,,
2016-01-20,260,Cancelled,  -   ,GO-TIX,,,,
2016-01-20,470,Completed,"  194,783,225 ",GO-BOX,,,,
2016-01-20,80,Completed,"  13,999,440 ",GO-CLEAN,,,,
2016-01-20,74120,Completed,"  1,261,214,500 ",GO-FOOD,,,,
2016-01-20,50,Completed,"  9,346,610 ",GO-GLAM,,,,
2016-01-20,70,Completed,"  1,446,900 ",GO-KILAT,,,,
2016-01-20,2360,Completed,"  33,087,600 ",GO-MART,,,,
2016-01-20,290,Completed,"  55,833,050 ",GO-MASSAGE,,,,
2016-01-20,364430,Completed,"  7,391,566,000 ",GO-RIDE,,,,
2016-01-20,34450,Completed,"  1,256,873,800 ",GO-SEND,,,,
2016-01-20,20010,Completed,"  481,693,940 ",GO-SHOP,,,,
2016-01-20,40,Completed,"  110,565 ",GO-TIX,,,,
2016-01-20,10,Failed/Timeout,"  68,250 ",GO-TIX,,,,
2016-01-20,10,No Driver Found,"  15,356,250 ",GO-BOX,,,,
2016-01-20,10,No Driver Found,"  1,310,400 ",GO-CLEAN,,,,
2016-01-20,30,No Driver Found,"  627,900 ",GO-FOOD,,,,
2016-01-20,10,No Driver Found,"  1,850,940 ",GO-GLAM,,,,
2016-01-20,10,No Driver Found,"  1,164,800 ",GO-MASSAGE,,,,
2016-01-20,10670,No Driver Found,"  212,943,640 ",GO-RIDE,,,,
2016-01-20,350,No Driver Found,"  12,281,360 ",GO-SEND,,,,
2016-01-20,10,No Driver Found,"  271,180 ",GO-SHOP,,,,
2016-01-20,10,Other,"  149,240 ",GO-RIDE,,,,
2016-01-21,260,Cancelled,"  109,358,795 ",GO-BOX,,,,
2016-01-21,10,Cancelled,"  1,947,400 ",GO-CLEAN,,,,
2016-01-21,39570,Cancelled,"  698,288,500 ",GO-FOOD,,,,
2016-01-21,10,Cancelled,"  1,465,100 ",GO-GLAM,,,,
2016-01-21,1400,Cancelled,"  19,601,400 ",GO-MART,,,,
2016-01-21,50,Cancelled,"  8,645,000 ",GO-MASSAGE,,,,
2016-01-21,50950,Cancelled,"  1,130,318,280 ",GO-RIDE,,,,
2016-01-21,5220,Cancelled,"  204,884,680 ",GO-SEND,,,,
2016-01-21,13790,Cancelled,"  352,071,720 ",GO-SHOP,,,,
2016-01-21,170,Cancelled,  -   ,GO-TIX,,,,
2016-01-21,520,Completed,"  198,339,960 ",GO-BOX,,,,
2016-01-21,90,Completed,"  15,864,940 ",GO-CLEAN,,,,
2016-01-21,75490,Completed,"  1,286,922,000 ",GO-FOOD,,,,
2016-01-21,50,Completed,"  8,645,000 ",GO-GLAM,,,,
2016-01-21,70,Completed,"  1,474,200 ",GO-KILAT,,,,
2016-01-21,2300,Completed,"  32,232,200 ",GO-MART,,,,
2016-01-21,310,Completed,"  60,266,570 ",GO-MASSAGE,,,,
2016-01-21,370600,Completed,"  7,532,679,700 ",GO-RIDE,,,,
2016-01-21,34690,Completed,"  1,262,643,200 ",GO-SEND,,,,
2016-01-21,20670,Completed,"  496,363,140 ",GO-SHOP,,,,
2016-01-21,40,Completed,"  42,315 ",GO-TIX,,,,
2016-01-21,30,Failed/Timeout,"  10,920 ",GO-TIX,,,,
2016-01-21,10,No Driver Found,"  5,530,070 ",GO-BOX,,,,
2016-01-21,0,No Driver Found,"  609,700 ",GO-CLEAN,,,,
2016-01-21,110,No Driver Found,"  2,211,300 ",GO-FOOD,,,,
2016-01-21,10,No Driver Found,"  2,602,600 ",GO-GLAM,,,,
2016-01-21,20,No Driver Found,"  2,320,500 ",GO-MASSAGE,,,,
2016-01-21,5020,No Driver Found,"  101,996,440 ",GO-RIDE,,,,
2016-01-21,190,No Driver Found,"  7,047,040 ",GO-SEND,,,,
2016-01-21,20,No Driver Found,"  380,380 ",GO-SHOP,,,,
2016-01-21,20,Other,"  394,940 ",GO-RIDE,,,,
2016-01-22,340,Cancelled,"  127,600,655 ",GO-BOX,,,,
2016-01-22,10,Cancelled,"  1,537,900 ",GO-CLEAN,,,,
2016-01-22,34830,Cancelled,"  619,018,400 ",GO-FOOD,,,,
2016-01-22,10,Cancelled,"  1,610,700 ",GO-GLAM,,,,
2016-01-22,1460,Cancelled,"  20,384,000 ",GO-MART,,,,
2016-01-22,40,Cancelled,"  8,756,020 ",GO-MASSAGE,,,,
2016-01-22,56640,Cancelled,"  1,256,828,300 ",GO-RIDE,,,,
2016-01-22,6080,Cancelled,"  240,813,300 ",GO-SEND,,,,
2016-01-22,12540,Cancelled,"  319,222,540 ",GO-SHOP,,,,
2016-01-22,200,Cancelled,  -   ,GO-TIX,,,,
2016-01-22,560,Completed,"  240,002,945 ",GO-BOX,,,,
2016-01-22,90,Completed,"  14,641,900 ",GO-CLEAN,,,,
2016-01-22,77040,Completed,"  1,313,921,700 ",GO-FOOD,,,,
2016-01-22,70,Completed,"  12,678,575 ",GO-GLAM,,,,
2016-01-22,70,Completed,"  1,501,500 ",GO-KILAT,,,,
2016-01-22,2230,Completed,"  31,267,600 ",GO-MART,,,,
2016-01-22,300,Completed,"  57,661,240 ",GO-MASSAGE,,,,
2016-01-22,408490,Completed,"  8,338,646,680 ",GO-RIDE,,,,
2016-01-22,37830,Completed,"  1,383,078,060 ",GO-SEND,,,,
2016-01-22,20660,Completed,"  499,917,600 ",GO-SHOP,,,,
2016-01-22,20,Completed,"  19,565 ",GO-TIX,,,,
2016-01-22,20,Failed/Timeout,"  91,000 ",GO-TIX,,,,
2016-01-22,30,No Driver Found,"  22,116,640 ",GO-BOX,,,,
2016-01-22,0,No Driver Found,"  118,300 ",GO-CLEAN,,,,
2016-01-22,80,No Driver Found,"  1,638,000 ",GO-FOOD,,,,
2016-01-22,10,No Driver Found,"  1,337,700 ",GO-GLAM,,,,
2016-01-22,20,No Driver Found,"  3,075,800 ",GO-MASSAGE,,,,
2016-01-22,5130,No Driver Found,"  105,647,360 ",GO-RIDE,,,,
2016-01-22,240,No Driver Found,"  8,013,460 ",GO-SEND,,,,
2016-01-22,20,No Driver Found,"  607,880 ",GO-SHOP,,,,
2016-01-22,0,Other,"  27,300 ",GO-FOOD,,,,
2016-01-22,10,Other,"  240,240 ",GO-RIDE,,,,
2016-01-23,240,Cancelled,"  108,085,705 ",GO-BOX,,,,
2016-01-23,20,Cancelled,"  2,988,440 ",GO-CLEAN,,,,
2016-01-23,35280,Cancelled,"  630,903,000 ",GO-FOOD,,,,
2016-01-23,20,Cancelled,"  2,830,100 ",GO-GLAM,,,,
2016-01-23,1230,Cancelled,"  17,271,800 ",GO-MART,,,,
2016-01-23,50,Cancelled,"  8,271,900 ",GO-MASSAGE,,,,
2016-01-23,35310,Cancelled,"  812,042,140 ",GO-RIDE,,,,
2016-01-23,3470,Cancelled,"  139,777,820 ",GO-SEND,,,,
2016-01-23,11920,Cancelled,"  302,471,260 ",GO-SHOP,,,,
2016-01-23,210,Cancelled,  -   ,GO-TIX,,,,
2016-01-23,720,Completed,"  285,502,945 ",GO-BOX,,,,
2016-01-23,170,Completed,"  28,874,300 ",GO-CLEAN,,,,
2016-01-23,86490,Completed,"  1,456,464,100 ",GO-FOOD,,,,
2016-01-23,110,Completed,"  15,466,360 ",GO-GLAM,,,,
